通番	文番号	単語	標準ペルシア語１	標準ペルシア語２	標準ペルシア語3	標準ペルシア語４
4923	2031	گرگه	گرگ			
3045	2036	گرگه	گرگ			
3049	2036	گرگه	گرگ			
3057	2037	گرگه	گرگ			
3182	2052	گرگه	گرگ			
3209	2056	گرگه	گرگ			
5043	2059	گرگه	گرگ			
6214	2059	گرگه	گرگ			
6216	2059	گرگه	گرگ			
3271	2062	گرگه	گرگ			
3289	2062	گرگه	گرگ			
5066	2062	گرگه	گرگ			
976	3005	گرگه	گرگ			
1013	3012	گرگه	گرگ			
1041	3018	گرگه	گرگ			
5154	3026	گرگه	گرگ			
1103	3028	گرگه	گرگ			
3577	4003	گرگه	گرگ			
6012	4019	گرگه	گرگ			
5303	4025	گرگه	گرگ			
1427	4031	گرگه	گرگ			
3773	4031	گرگه	گرگ			
1442	4033	گرگه	گرگ			
1480	4037	گرگه	گرگ			
1507	4039	گرگه	گرگ			
4312	8005	گرگه	گرگ			
2083	8009	گرگه	گرگ			
4327	8010	گرگه	گرگ			
5639	8010	گرگه	گرگ			
2111	8012	گرگه	گرگ			
2265	9025	گرگه	گرگ			
4284	8001	گرگی	گرگ			
5685	9014	گرگی	گرگ			
4503	10001	گرگی	گرگی			
4915	2027	گریه	گریه			
2988	2028	گریه	گریه			
4916	2029	گریه	گریه			
2993	2030	گریه	گریه			
4918	2031	گریه	گریه			
4690	1030	گرده	گشتن			
2881	2013	گشته	گشتن			
2487	1011	میگردم	گشتن			
4659	1020	میگردم	گشتن			
4851	2012	نمی گشت	گشتن			
4161	6005	نمیگردم	گشتن			
5703	9019	بگو	گفتن			
2066	8005	گف	گفتن			
2080	8008	گف	گفتن			
2107	8011	گف	گفتن			
2112	8012	گف	گفتن			
2115	8013	گف	گفتن			
2164	9008	گف	گفتن			
2185	9010	گف	گفتن			
2199	9012	گف	گفتن			
2216	9014	گف	گفتن			
2224	9016	گف	گفتن			
2228	9017	گف	گفتن			
2231	9018	گف	گفتن			
2234	9019	گف	گفتن			
5700	9019	گف	گفتن			
2242	9021	گف	گفتن			
4466	9021	گف	گفتن			
67	1007	گفت	گفتن			
80	1010	گفت	گفتن			
105	1012	گفت	گفتن			
135	1016	گفت	گفتن			
141	1018	گفت	گفتن			
170	1023	گفت	گفتن			
182	1026	گفت	گفتن			
258	1031	گفت	گفتن			
313	1036	گفت	گفتن			
316	1037	گفت	گفتن			
339	1043	گفت	گفتن			
362	1048	گفت	گفتن			
2814	2005	گفت	گفتن			
2835	2006	گفت	گفتن			
2840	2007	گفت	گفتن			
2900	2015	گفت	گفتن			
609	2024	گفت	گفتن			
613	2025	گفت	گفتن			
647	2029	گفت	گفتن			
654	2031	گفت	گفتن			
704	2037	گفت	گفتن			
715	2040	گفت	گفتن			
719	2040	گفت	گفتن			
737	2044	گفت	گفتن			
744	2046	گفت	گفتن			
757	2049	گفت	گفتن			
982	3005	گفت	گفتن			
985	3005	گفت	گفتن			
988	3006	گفت	گفتن			
995	3008	گفت	گفتن			
1009	3011	گفت	گفتن			
1025	3014	گفت	گفتن			
1028	3015	گفت	گفتن			
1031	3016	گفت	گفتن			
1042	3018	گفت	گفتن			
1049	3020	گفت	گفتن			
1069	3023	گفت	گفتن			
1080	3025	گفت	گفتن			
1125	3031	گفت	گفتن			
1147	3034	گفت	گفتن			
1238	3044	گفت	گفتن			
1549	5005	گفت	گفتن			
1555	5007	گفت	گفتن			
1568	5010	گفت	گفتن			
1575	5012	گفت	گفتن			
1611	5017	گفت	گفتن			
1614	5018	گفت	گفتن			
1617	5019	گفت	گفتن			
1620	5020	گفت	گفتن			
1648	5025	گفت	گفتن			
1672	5030	گفت	گفتن			
1703	5036	گفت	گفتن			
3987	5040	گفت	گفتن			
1726	5041	گفت	گفتن			
1776	5049	گفت	گفتن			
1778	5049	گفت	گفتن			
1837	5060	گفت	گفتن			
1858	5064	گفت	گفتن			
1862	5065	گفت	گفتن			
4107	5065	گفت	گفتن			
1872	5067	گفت	گفتن			
4463	9020	گفت	گفتن			
2310	10006	گفت	گفتن			
2350	10012	گفت	گفتن			
2364	10014	گفت	گفتن			
2392	10018	گفت	گفتن			
2402	10020	گفت	گفتن			
2633	1031	گفتن	گفتن			
487	2007	گفتن	گفتن			
526	2012	گفتن	گفتن			
532	2013	گفتند	گفتن			
2893	2015	گفتند	گفتن			
579	2019	گفتند	گفتن			
2018	7005	گفته	گفتن			
3011	2031	گفتیم	گفتن			
3330	3004	میگفت	گفتن			
3332	3004	میگفت	گفتن			
1770	5048	میگفت	گفتن			
2132	9002	میگفتن	گفتن			
1314	4011	میگم	گفتن			
70	1008	میگه	گفتن			
1285	4004	میگه	گفتن			
1288	4005	میگه	گفتن			
1301	4008	میگه	گفتن			
1304	4009	میگه	گفتن			
1308	4010	میگه	گفتن			
1330	4014	میگه	گفتن			
1333	4015	میگه	گفتن			
1360	4018	میگه	گفتن			
1363	4019	میگه	گفتن			
1370	4019	میگه	گفتن			
1394	4022	میگه	گفتن			
1397	4023	میگه	گفتن			
1400	4024	میگه	گفتن			
1414	4027	میگه	گفتن			
1417	4028	میگه	گفتن			
1420	4029	میگه	گفتن			
1439	4032	میگه	گفتن			
1900	6005	میگه	گفتن			
1909	6006	میگه	گفتن			
1921	6008	میگه	گفتن			
1924	6009	میگه	گفتن			
1929	6011	میگه	گفتن			
1954	6014	میگه	گفتن			
1962	6015	میگه	گفتن			
1971	6016	میگه	گفتن			
1974	6017	میگه	گفتن			
1387	4020	میگویه	گفتن			
6008	4016	گل	گل			
5207	4001	گل خربیزک	گلخربیزک			
3637	4016	گل خربیزک	گلخربیزک			
5580	7001	گنبد	گنبد			
4888	2022	گنجه	گنجه			
5816	1030	گوسفندائی	گوسفند			
4295	8002	گوشت	گوشت			
6125	8010	گوشت	گوشت			
2095	8011	گوشت	گوشت			
3023	2033	گول	گول			
3378	3012	گول	گول			
5190	3044	گول	گول			
5194	3045	گول	گول			
3775	4031	گول	گول			
2952	2022	لالو	لالو			
480	2006	لونه	لانه			
5074	3002	لونه	لانه			
5129	3017	لونه	لانه			
4486	9023	لباس	لباس			
3670	4020	لقد	لگد			
3675	4021	لقد	لگد			
3677	4021	لقد	لگد			
3730	4026	لقد	لگد			
4705	1031	ما	ما			
4814	2006	ما	ما			
5877	2008	ما	ما			
4845	2012	ما	ما			
6188	2015	ما	ما			
5896	2019	ما	ما			
3010	2031	ما	ما			
6202	2031	ما	ما			
3021	2033	ما	ما			
675	2034	ما	ما			
3305	2064	ما	ما			
3311	2065	ما	ما			
5096	3006	ما	ما			
3550	3046	ما	ما			
1264	4002	ما	ما			
6014	4022	ما	ما			
6016	4022	ما	ما			
6018	4022	ما	ما			
6024	4027	ما	ما			
6026	4027	ما	ما			
6028	4027	ما	ما			
3830	4041	ما	ما			
4818	2006	مادر	مادر			
4824	2007	مادر	مادر			
5876	2008	مادر	مادر			
2868	2011	مادر	مادر			
4844	2012	مادر	مادر			
6187	2015	مادر	مادر			
3341	3005	مادر	مادر			
5095	3006	مادر	مادر			
5222	4005	مادر	مادر			
940	2065	ماست	ماست			
5941	2050	ماستی	ماست			
4549	10009	مال	مال			
4551	10009	مال	مال			
4553	10009	مال	مال			
557	2016	مالید	مالیدن			
4865	2016	مالید	مالیدن			
5895	2019	مامان	مامان			
6201	2031	مامان	مامان			
5232	4009	مامان	مامان			
5234	4010	مامان	مامان			
3614	4012	مامان	مامان			
5246	4015	مامان	مامان			
269	1032	موندم	ماندن			
1451	4033	میمونه	ماندن			
5344	4036	مانند	مانند			
5642	8011	ماه	ماه			
5646	8012	ماه	ماه			
3517	3040	مثل	مثل			
5342	4036	مثل	مثل			
5490	5060	مثل	مثل			
5590	7005	مثلاً	مثلا			
1829	5060	مجروح	مجروح			
2656	1033	محتوی	محتوی			
1711	5037	محکم	محکم			
5764	10010	محکمی	محکم			
1879	6002	مدت ها	مدت			
4188	6012	مدت ها	مدت			
4831	2010	مدتی	مدت			
2918	2017	مرتبه	مرتبه			
2996	2030	مرتبه	مرتبه			
3020	2033	مرتبه	مرتبه			
5791	10021	مردن	مردن			
2555	1023	میمیرم	مردن			
1509	4039	میمیره	مردن			
5544	6005	مریض	مریض			
6117	7005	مزاحم	مزاحم			
59	1006	مسافتی	مسافت			
5763	10010	مشتِ	مشت			
2321	10008	مشکلی	مشکل			
2332	10009	مشکلی	مشکل			
4583	10015	مشکلی	مشکل			
5780	10014	مشهور	مشهور			
5944	2051	مصیبتی	مصیبت			
5798	1005	مقداری	مقداری			
6256	10004	مقرّ	مقر			
3901	5019	مگر	مگر			
3923	5025	مگه	مگر			
2465	1008	من	من			
76	1009	من	من			
83	1011	من	من			
2488	1011	من	من			
2520	1018	من	من			
2526	1019	من	من			
2552	1023	من	من			
186	1027	من	من			
2623	1031	من	من			
4700	1031	من	من			
4703	1031	من	من			
261	1032	من	من			
2816	2006	من	من			
2818	2006	من	من			
2820	2006	من	من			
4817	2006	من	من			
4839	2011	من	من			
4841	2011	من	من			
4843	2011	من	من			
4871	2018	من	من			
4873	2018	من	من			
4875	2018	من	من			
2964	2024	من	من			
5912	2025	من	من			
5914	2025	من	من			
5916	2025	من	من			
5918	2026	من	من			
5920	2026	من	من			
5922	2026	من	من			
4952	2040	من	من			
4954	2040	من	من			
4958	2041	من	من			
6271	2041	من	من			
6273	2041	من	من			
3085	2042	من	من			
3089	2042	من	من			
4980	2046	من	من			
4982	2046	من	من			
4986	2047	من	من			
6275	2047	من	من			
6277	2047	من	من			
3131	2049	من	من			
3135	2049	من	من			
3175	2051	من	من			
783	2052	من	من			
3188	2052	من	من			
5009	2052	من	من			
3340	3005	من	من			
3389	3014	من	من			
5981	3019	من	من			
3416	3021	من	من			
3418	3021	من	من			
5138	3022	من	من			
3421	3023	من	من			
1084	3026	من	من			
5186	3040	من	من			
5217	4004	من	من			
5219	4004	من	من			
5223	4005	من	من			
5227	4008	من	من			
5229	4008	من	من			
5233	4009	من	من			
5235	4010	من	من			
3615	4012	من	من			
5241	4014	من	من			
5243	4014	من	من			
5247	4015	من	من			
5258	4018	من	من			
5260	4018	من	من			
3662	4019	من	من			
5285	4023	من	من			
5287	4023	من	من			
6020	4023	من	من			
5321	4028	من	من			
5323	4028	من	من			
3870	5008	من	من			
1571	5011	من	من			
3927	5026	من	من			
1654	5027	من	من			
5417	5030	من	من			
1685	5032	من	من			
6070	5049	من	من			
6079	5060	من	من			
6081	5060	من	من			
4157	6005	من	من			
6096	6006	من	من			
6100	6015	من	من			
6287	6016	من	من			
6110	6017	من	من			
6112	6018	من	من			
4255	7005	من	من			
5622	8005	من	من			
4342	8011	من	من			
4349	8012	من	من			
6293	9012	من	من			
4422	9014	من	من			
4554	10009	من	من			
5667	9006	منه	من			
443	2003	منگول	منگول			
2817	2006	منگول	منگول			
4840	2011	منگول	منگول			
4872	2018	منگول	منگول			
2947	2022	منگول	منگول			
5913	2025	منگول	منگول			
5919	2026	منگول	منگول			
4933	2035	منگول	منگول			
4953	2040	منگول	منگول			
6272	2041	منگول	منگول			
4961	2042	منگول	منگول			
4981	2046	منگول	منگول			
6276	2047	منگول	منگول			
4994	2049	منگول	منگول			
854	2059	منگول	منگول			
911	2062	منگول	منگول			
5975	3010	منگول	منگول			
5122	3013	منگول	منگول			
3394	3015	منگول	منگول			
3417	3021	منگول	منگول			
1222	3042	منگول	منگول			
3560	4001	منگول	منگول			
5210	4002	منگول	منگول			
5218	4004	منگول	منگول			
5228	4008	منگول	منگول			
5242	4014	منگول	منگول			
5250	4016	منگول	منگول			
5259	4018	منگول	منگول			
3652	4019	منگول	منگول			
5286	4023	منگول	منگول			
5296	4024	منگول	منگول			
5322	4028	منگول	منگول			
5330	4029	منگول	منگول			
3820	4037	منگول	منگول			
5868	2001	مهربون	مهربان			
2596	1030	مهمان	مهمان			
2821	2006	مواظب	مواظب			
5670	9008	مواظبت	مواظبت			
5676	9010	مواظبت	مواظبت			
4354	8013	موقع	موقع			
3807	4036	میدان	میدان			
3809	4036	میدان	میدان			
3771	4030	میدانی	میدان			
6280	2061	میدون	میدان			
1159	3036	میدون	میدان			
4594	10016	میل	میل			
4598	10017	میل	میل			
235	1030	نا	نا			
2839	2006	نا	نا			
5403	5023	ناتوان	ناتوان			
3279	2062	ناخن	ناخن			
3243	2059	ناراحت	ناراحت			
4385	9005	ناراحت	ناراحت			
4414	9012	ناراحت	ناراحت			
1738	5043	ناله	ناله			
6170	1005	نون	نان			
5785	10015	ناهار	ناهار			
4310	8005	نتیجه	نتیجه			
3436	3024	نجار	نجار			
238	1030	نخ	نخ			
241	1030	نخ	نخ			
2607	1030	نخ ها	نخ			
5029	2058	نخوده	نخود			
1138	3033	نخوده	نخود			
5491	5060	نردبان	نردبان			
2763	1055	نزدیک	نزدیک			
2825	2006	نزدیک	نزدیک			
3456	3028	نسبت	نسبت			
2297	10004	نسبت	نسبت			
5097	3008	نشون	نشان			
4319	8009	نشون	نشان			
2779	1055	مینشونند	نشاندن			
3782	4032	بشینیم	نشستن			
4270	7006	میشینه	نشستن			
4276	7007	میشینه	نشستن			
2015	7004	مینشسته	نشستن			
2740	1052	نصف	نصف			
5056	2061	نفر	نفر			
5562	6015	نگاه	نگاه			
4211	6016	نگاه	نگاه			
3574	4003	نگه	نگاه			
472	2006	ننه	ننه			
2471	1010	نه	نه			
2524	1019	نه	نه			
2556	1026	نه	نه			
488	2007	نه	نه			
2892	2015	نه	نه			
2894	2015	نه	نه			
3017	2032	نه	نه			
4172	6008	نه	نه			
4176	6009	نه	نه			
4213	6016	نه	نه			
4218	6016	نه	نه			
2920	2017	نو	نو			
3835	4042	هاچین	هاچین			
3582	4003	های	های			
1381	4020	های	های			
1389	4021	های	های			
1409	4026	های	های			
3080	2041	هر	هر			
3125	2047	هر	هر			
5421	5033	هر	هر			
4000	5044	هر	هر			
4006	5046	هر	هر			
6115	7005	هر	هر			
5602	7006	هر	هر			
5606	7007	هر	هر			
5680	9012	هر	هر			
6145	9019	هر	هر			
4510	10002	هر	هر			
867	2061	هرچی	هرچه			
91	1011	هم	هم			
262	1032	هم	هم			
347	1045	هم	هم			
398	1054	هم	هم			
409	1055	هم	هم			
414	1056	هم	هم			
676	2034	هم	هم			
807	2054	هم	هم			
897	2062	هم	هم			
917	2063	هم	هم			
967	3003	هم	هم			
1104	3028	هم	هم			
1143	3033	هم	هم			
1216	3042	هم	هم			
1349	4016	هم	هم			
1408	4026	هم	هم			
1455	4034	هم	هم			
1508	4039	هم	هم			
1540	5004	هم	هم			
1596	5014	هم	هم			
1602	5015	هم	هم			
1610	5017	هم	هم			
1624	5021	هم	هم			
1629	5022	هم	هم			
1707	5037	هم	هم			
1783	5050	هم	هم			
4062	5058	هم	هم			
1849	5063	هم	هم			
2176	9009	هم	هم			
2266	9025	هم	هم			
2285	10002	هم	هم			
2330	10009	هم	هم			
501	2010	همِنقدر	همانقدر			
6212	2058	همبونه	همبونه			
3431	3024	همبونه	همبونه			
3461	3028	همبونه	همبونه			
5996	3032	همبونه	همبونه			
5943	2051	همچین	همچنین			
1203	3040	همچین	همچین			
1204	3040	همچینی	همچین			
3158	2050	همه	همه			
3258	2060	همه	همه			
1097	3027	همه	همه			
1165	3037	همه	همه			
1790	5051	همه	همه			
1793	5052	همه	همه			
5466	5053	همه	همه			
4123	5067	همه	همه			
4364	9001	همه	همه			
3251	2059	همین	همین			
1085	3026	همین	همین			
5165	3031	همین	همین			
1868	5066	همینجور	همینجور			
329	1041	همینطور	همینطور			
4478	9022	همینطور	همینطور			
299	1035	همینطوری	همینطور			
5782	10015	هنگام	هنگام			
1979	6018	هنوز	هنوز			
1430	4031	هو	هو			
1491	4037	هو	هو			
4950	2040	هوا	هوا			
5283	4023	هوا	هوا			
5319	4028	هوا	هوا			
4940	2036	هوای	هوا			
5788	10019	هوش	هوش			
979	3005	هی	هی			
1038	3017	هی	هی			
1175	3038	هی	هی			
1190	3039	هی	هی			
1195	3040	هی	هی			
1202	3040	هی	هی			
1446	4033	هی	هی			
2029	7007	هی	هی			
2410	1001	هیچ	هیچ			
2792	2001	هیچ	هیچ			
4846	2012	هیچ	هیچ			
2417	1002	و	و			
30	1005	و	و			
33	1005	و	و			
36	1005	و	و			
41	1005	و	و			
45	1005	و	و			
47	1005	و	و			
49	1005	و	و			
51	1005	و	و			
110	1014	و	و			
112	1014	و	و			
114	1014	و	و			
117	1014	و	و			
120	1014	و	و			
123	1014	و	و			
131	1015	و	و			
4661	1020	و	و			
155	1022	و	و			
157	1022	و	و			
169	1023	و	و			
2551	1023	و	و			
2564	1027	و	و			
2567	1027	و	و			
2571	1027	و	و			
5811	1027	و	و			
196	1028	و	و			
198	1028	و	و			
200	1028	و	و			
207	1029	و	و			
210	1029	و	و			
213	1029	و	و			
217	1029	و	و			
219	1029	و	و			
221	1029	و	و			
233	1030	و	و			
240	1030	و	و			
243	1030	و	و			
4694	1031	و	و			
4696	1031	و	و			
283	1033	و	و			
286	1033	و	و			
294	1034	و	و			
302	1035	و	و			
304	1035	و	و			
306	1035	و	و			
4740	1041	و	و			
4742	1041	و	و			
4744	1041	و	و			
4755	1046	و	و			
4757	1046	و	و			
4759	1046	و	و			
378	1051	و	و			
396	1054	و	و			
400	1054	و	و			
2750	1054	و	و			
2760	1055	و	و			
2766	1055	و	و			
2777	1055	و	و			
2780	1055	و	و			
5847	1055	و	و			
5850	1055	و	و			
5855	1055	و	و			
6300	1055	و	و			
417	1056	و	و			
5874	2008	و	و			
506	2010	و	و			
2851	2010	و	و			
4853	2013	و	و			
5884	2015	و	و			
6185	2015	و	و			
550	2016	و	و			
552	2016	و	و			
555	2016	و	و			
2915	2016	و	و			
4863	2016	و	و			
565	2017	و	و			
5893	2019	و	و			
2932	2020	و	و			
4879	2021	و	و			
6190	2021	و	و			
592	2022	و	و			
2946	2022	و	و			
6199	2031	و	و			
4927	2032	و	و			
667	2033	و	و			
3033	2035	و	و			
4932	2035	و	و			
686	2036	و	و			
697	2036	و	و			
762	2050	و	و			
765	2050	و	و			
767	2050	و	و			
772	2050	و	و			
3152	2050	و	و			
3154	2050	و	و			
799	2053	و	و			
810	2054	و	و			
828	2057	و	و			
835	2057	و	و			
871	2061	و	و			
3263	2061	و	و			
883	2062	و	و			
886	2062	و	و			
900	2062	و	و			
909	2062	و	و			
921	2063	و	و			
3365	3010	و	و			
5974	3010	و	و			
1024	3014	و	و			
1076	3024	و	و			
5983	3024	و	و			
1091	3026	و	و			
5156	3027	و	و			
1115	3029	و	و			
5168	3031	و	و			
1155	3036	و	و			
1163	3037	و	و			
1167	3037	و	و			
1177	3038	و	و			
1189	3039	و	و			
1231	3043	و	و			
1270	4002	و	و			
5209	4002	و	و			
1323	4013	و	و			
1347	4016	و	و			
5249	4016	و	و			
1374	4020	و	و			
1376	4020	و	و			
1483	4037	و	و			
1485	4037	و	و			
3819	4037	و	و			
1500	4038	و	و			
3836	4042	و	و			
5357	5004	و	و			
5359	5004	و	و			
3891	5015	و	و			
3893	5015	و	و			
1657	5027	و	و			
1660	5027	و	و			
1761	5047	و	و			
1765	5048	و	و			
1769	5048	و	و			
4122	5067	و	و			
5530	6001	و	و			
4131	6002	و	و			
1912	6007	و	و			
4181	6011	و	و			
1933	6012	و	و			
2038	7008	و	و			
4332	8010	و	و			
4335	8010	و	و			
2098	8011	و	و			
2101	8011	و	و			
2104	8011	و	و			
2106	8011	و	و			
2184	9010	و	و			
2209	9014	و	و			
2237	9020	و	و			
4471	9021	و	و			
2260	9025	و	و			
2262	9025	و	و			
4500	10001	و	و			
4502	10001	و	و			
4521	10003	و	و			
4523	10003	و	و			
2328	10009	و	و			
2339	10010	و	و			
2344	10011	و	و			
4574	10013	و	و			
2361	10014	و	و			
5775	10014	و	و			
5777	10014	و	و			
2380	10016	و	و			
2385	10017	و	و			
5789	10019	و	و			
1365	4019	وُ	و			
1473	4036	وا	و			
1915	6007	وا	و			
1524	4042	واچین	واچین			
3837	4042	واچین	واچین			
2612	1030	واسه	واسه			
2684	1037	والله	والله			
2701	1043	والله	والله			
2720	1048	والله	والله			
4119	5067	وای	وای			
6122	7005	وحشی	وحش			
3323	3003	ور	ور			
4340	8011	ور	ور			
2738	1052	وسط	وسط			
5857	1055	وسایل	وسیله			
4816	2006	وقت	وقت			
5872	2007	وقت	وقت			
4847	2012	وقت	وقت			
5422	5033	وقت	وقت			
3798	4035	وقت	وقت			
3826	4039	وقت	وقت			
4150	6005	وقت	وقت			
4165	6006	وقت	وقت			
4187	6012	وقت	وقت			
4202	6015	وقت	وقت			
4684	1030	وقتی	وقت			
2889	2015	وقتی	وقت			
2910	2016	وقتی	وقت			
2912	2016	وقتی	وقت			
2936	2021	وقتی	وقت			
3027	2035	وقتی	وقت			
3229	2058	وقتی	وقت			
3324	3004	وقتی	وقت			
3382	3013	وقتی	وقت			
1094	3027	وقتی	وقت			
3475	3032	وقتی	وقت			
4643	1008	وقتیه	وقت			
4987	2048	ول	ول			
1977	6018	ولی	ولی			
2188	9011	ولی	ولی			
5865	1055	یا	یا			
5592	7005	یا	یا			
4604	10019	یاد	یاد			
1965	6016	یارو	یارو			
4238	7003	یارو	یارو			
6114	7004	یارو	یارو			
2017	7005	یارو	یارو			
5599	7006	یارو	یارو			
4281	7008	یارو	یارو			
5538	6003	یالای	یال			
890	2062	یعنی	یعنی			
4628	1005	یک	یک			
4750	1042	یک	یک			
4765	1047	یک	یک			
4767	1051	یک	یک			
5040	2059	یک	یک			
5145	3024	یک	یک			
3460	3028	یک	یک			
3769	4030	یک	یک			
3806	4036	یک	یک			
3812	4037	یک	یک			
4283	8001	یک	یک			
5729	10001	یک	یک			
5731	10001	یک	یک			
5739	10003	یک	یک			
5741	10003	یک	یک			
5743	10003	یک	یک			
441	2003	یکی	یک			
4612	1002	یه	یک			
5794	1002	یه	یک			
2420	1003	یه	یک			
4620	1003	یه	یک			
2428	1004	یه	یک			
2438	1005	یه	یک			
4636	1006	یه	یک			
4644	1011	یه	یک			
4647	1014	یه	یک			
4709	1032	یه	یک			
4711	1032	یه	یک			
4715	1033	یه	یک			
4735	1036	یه	یک			
4815	2006	یه	یک			
5871	2007	یه	یک			
4830	2010	یه	یک			
3145	2050	یه	یک			
5004	2051	یه	یک			
5017	2056	یه	یک			
3219	2057	یه	یک			
3312	3002	یه	یک			
5976	3010	یه	یک			
3486	3033	یه	یک			
5200	4001	یه	یک			
5202	4001	یه	یک			
5204	4001	یه	یک			
6003	4001	یه	یک			
5224	4006	یه	یک			
5236	4013	یه	یک			
3838	4042	یه	یک			
5361	5004	یه	یک			
5390	5016	یه	یک			
3950	5032	یه	یک			
3954	5032	یه	یک			
3974	5037	یه	یک			
6068	5049	یه	یک			
5470	5054	یه	یک			
4101	5065	یه	یک			
5517	5065	یه	یک			
5532	6002	یه	یک			
5534	6002	یه	یک			
4137	6003	یه	یک			
4139	6003	یه	یک			
4166	6006	یه	یک			
4190	6012	یه	یک			
4235	7003	یه	یک			
4237	7003	یه	یک			
5582	7003	یه	یک			
4247	7004	یه	یک			
4251	7004	یه	یک			
4260	7006	یه	یک			
4277	7008	یه	یک			
5608	8001	یه	یک			
4289	8002	یه	یک			
5612	8002	یه	یک			
5614	8002	یه	یک			
5616	8003	یه	یک			
4359	9001	یه	یک			
5648	9001	یه	یک			
4373	9004	یه	یک			
4375	9004	یه	یک			
5684	9014	یه	یک			
6139	9014	یه	یک			
6141	9017	یه	یک			
2	1001	یکی	یکی			
4	1001	یکی	یکی			
422	2001	یکی	یکی			
424	2001	یکی	یکی			
445	2003	یکی	یکی			
947	3001	یکی	یکی			
949	3001	یکی	یکی			
5105	3010	یکی	یکی			
5106	3010	یکی	یکی			
5474	5058	یکی	یکی			
5475	5058	یکی	یکی			
5488	5060	یکی	یکی			
5489	5060	یکی	یکی			
4085	5063	یکی	یکی			
4086	5063	یکی	یکی			
1985	7001	یکی	یکی			
1987	7001	یکی	یکی			
5664	9004	یکی	یکی			
4400	9009	یکی	یکی			
6134	9010	یکی	یکی			
5679	9011	یکی	یکی			
544	2016	-				
547	2016	-				
714	2040	-				
717	2040	-				
802	2054	-				
804	2054	-				
961	3003	-				
964	3003	-				
1105	3028	-				
1109	3028	-				
1131	3033	-				
1133	3033	-				
1198	3040	-				
1200	3040	-				
3532	3043	-				
3534	3043	-				
1276	4003	-				
1282	4003	-				
1917	6007	(				
1914	6007	)				
10	1001	.				
14	1002	.				
20	1003	.				
25	1004	.				
55	1005	.				
63	1006	.				
69	1007	.				
72	1008	.				
79	1009	.				
82	1010	.				
104	1011	.				
106	1012	.				
108	1013	.				
127	1014	.				
136	1016	.				
140	1017	.				
143	1018	.				
146	1019	.				
150	1020	.				
153	1021	.				
165	1022	.				
172	1023	.				
175	1024	.				
181	1025	.				
184	1026	.				
194	1027	.				
203	1028	.				
226	1029	.				
260	1031	.				
271	1032	.				
291	1033	.				
296	1034	.				
311	1035	.				
318	1037	.				
321	1038	.				
324	1039	.				
327	1040	.				
334	1041	.				
341	1043	.				
345	1044	.				
349	1045	.				
357	1046	.				
364	1048	.				
367	1049	.				
371	1050	.				
383	1051	.				
388	1052	.				
393	1053	.				
405	1054	.				
412	1055	.				
421	1056	.				
430	2001	.				
436	2002	.				
447	2003	.				
462	2004	.				
467	2005	.				
486	2006	.				
492	2007	.				
495	2008	.				
500	2009	.				
510	2010	.				
522	2011	.				
528	2012	.				
543	2015	.				
563	2016	.				
570	2017	.				
577	2018	.				
581	2019	.				
585	2020	.				
588	2021	.				
599	2022	.				
608	2023	.				
611	2024	.				
618	2025	.				
641	2027	.				
645	2028	.				
653	2030	.				
659	2031	.				
665	2032	.				
674	2033	.				
679	2034	.				
682	2035	.				
702	2036	.				
709	2038	.				
713	2039	.				
726	2041	.				
729	2042	.				
736	2043	.				
743	2045	.				
746	2046	.				
752	2047	.				
756	2048	.				
759	2049	.				
776	2050	.				
781	2051	.				
801	2053	.				
815	2054	.				
818	2055	.				
825	2056	.				
840	2057	.				
844	2058	.				
860	2059	.				
864	2060	.				
877	2061	.				
915	2062	.				
924	2063	.				
932	2064	.				
946	2065	.				
951	3001	.				
960	3002	.				
971	3003	.				
974	3004	.				
987	3005	.				
990	3006	.				
994	3007	.				
997	3008	.				
1001	3009	.				
1004	3010	.				
1012	3011	.				
1018	3012	.				
1021	3013	.				
1027	3014	.				
1033	3016	.				
1040	3017	.				
1048	3019	.				
1051	3020	.				
1068	3022	.				
1071	3023	.				
1079	3024	.				
1082	3025	.				
1093	3026	.				
1102	3027	.				
1113	3028	.				
1121	3029	.				
1124	3030	.				
1127	3031	.				
1130	3032	.				
1146	3033	.				
1149	3034	.				
1152	3035	.				
1160	3036	.				
1173	3037	.				
1183	3038	.				
1194	3039	.				
1207	3040	.				
1213	3041	.				
1225	3042	.				
1234	3043	.				
1240	3044	.				
1243	3045	.				
1247	3046	.				
1251	3047	.				
1259	4001	.				
1273	4002	.				
1284	4003	.				
1287	4004	.				
1290	4005	.				
1294	4006	.				
1298	4007	.				
1303	4008	.				
1307	4009	.				
1310	4010	.				
1315	4011	.				
1319	4012	.				
1329	4013	.				
1332	4014	.				
1335	4015	.				
1354	4016	.				
1358	4017	.				
1362	4018	.				
1372	4019	.				
1388	4020	.				
1392	4021	.				
1396	4022	.				
1399	4023	.				
1402	4024	.				
1406	4025	.				
1413	4026	.				
1416	4027	.				
1419	4028	.				
1422	4029	.				
1426	4030	.				
1438	4031	.				
1441	4032	.				
1453	4033	.				
1461	4034	.				
1467	4035	.				
1479	4036	.				
1497	4037	.				
1502	4038	.				
1511	4039	.				
1513	4040	.				
1521	4041	.				
1525	4042	.				
1530	5001	.				
1534	5002	.				
1538	5003	.				
1547	5004	.				
1554	5006	.				
1557	5007	.				
1562	5008	.				
1567	5009	.				
1574	5011	.				
1577	5012	.				
1584	5013	.				
